,verb,"NP V that S{first, past}","NP V that S{third, past}","NP V that S{first, present}","NP V that S{third, present}","NP be V that S{first, past}","NP be V that S{third, past}","NP be V that S{first, present}","NP be V that S{third, present}","NP be V to VP[+eventive]{first, past}","NP be V to VP[+eventive]{third, past}","NP be V to VP[+eventive]{first, present}","NP be V to VP[+eventive]{third, present}","NP V to VP[+eventive]{first, past}","NP V to VP[+eventive]{third, past}","NP V to VP[+eventive]{first, present}","NP V to VP[+eventive]{third, present}","NP V to VP[-eventive]{first, past}","NP V to VP[-eventive]{third, past}","NP V to VP[-eventive]{first, present}","NP V to VP[-eventive]{third, present}","NP be V to VP[-eventive]{first, past}","NP be V to VP[-eventive]{third, past}","NP be V to VP[-eventive]{first, present}","NP be V to VP[-eventive]{third, present}",tense: past,tense: present,subject: first,subject: third,total
317,endorse,0.272,0.272,0.272,0.272,0,0,0,0,0.413,0.413,0.413,0.413,0.47000000000000003,0.47000000000000003,0.47000000000000003,0.47000000000000003,0,0,0,0,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.34225000000000005,0.41724999999999995,0.32383333333333336,0.4106666666666666,0.36725
318,endure,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.429,0.429,0.429,0.392,0.392,0.392,0.392,0.31616666666666665,0,0.2753333333333334,0.357,0.31616666666666665
319,energize,0,0,0,0,0.48500000000000004,0.48500000000000004,0.48500000000000004,0.48500000000000004,0.429,0.429,0.429,0.429,0,0,0,0,0,0,0,0,0.364,0.364,0.364,0.364,0.38333333333333336,0.28450000000000003,0.3098,0.3777999999999999,0.34380000000000005
320,engage,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0,0,0,0,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.42300000000000004,0.42300000000000004,0.42300000000000004,0.42300000000000004,0,0,0,0,0.5149999999999999,0.5149999999999999,0.5149999999999999,0.5149999999999999,0.375375,0.38974999999999993,0.3425,0.41783333333333333,0.38016666666666665
321,enjoy,0.3960000000000001,0.3960000000000001,0.3960000000000001,0.3960000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4305,0.399,0.429,0.40049999999999997,0.41475
322,enlighten,0,0,0,0,0,0,0,0,0.399,0.399,0.399,0.399,0,0,0,0,0,0,0,0,0.221,0.221,0.221,0.221,0.33125,0.317,0.34733333333333327,0.30566666666666664,0.32650000000000007
323,enlist,0,0,0,0,0,0,0,0,0.501,0.501,0.501,0.501,0.291,0.291,0.291,0.291,0.336,0.336,0.336,0.336,0,0,0,0,0.3746666666666666,0.3395,0.3664,0.35479999999999995,0.36060000000000003
324,enrage,0,0,0,0,0.324,0.324,0.324,0.324,0.21900000000000003,0.21900000000000003,0.21900000000000003,0.21900000000000003,0,0,0,0,0,0,0,0,0.331,0.331,0.331,0.331,0.2746666666666667,0.23049999999999998,0.23940000000000006,0.27460000000000007,0.257
325,ensure,0.507,0.507,0.507,0.507,0.30200000000000005,0.30200000000000005,0.30200000000000005,0.30200000000000005,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.24999999999999994,0.24999999999999994,0.24999999999999994,0.24999999999999994,0.403,0.403,0.403,0.403,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.40125,0.319,0.37755555555555553,0.37011111111111106,0.3738333333333333
326,enthrall,0,0,0,0,0.219,0.219,0.219,0.219,0.493,0.493,0.493,0.493,0,0,0,0,0,0,0,0,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.3948333333333333,0.36,0.41200000000000003,0.3428333333333333,0.3774166666666667
327,enthuse,0,0,0,0,0.354,0.354,0.354,0.354,0.45599999999999996,0.45599999999999996,0.45599999999999996,0.45599999999999996,0,0,0,0,0.35300000000000004,0.35300000000000004,0.35300000000000004,0.35300000000000004,0.328,0.328,0.328,0.328,0.4178750000000001,0.3901666666666666,0.4319999999999999,0.37999999999999995,0.406
328,entice,0,0,0,0,0,0,0,0,0.313,0.313,0.313,0.313,0.251,0.251,0.251,0.251,0,0,0,0,0.36499999999999994,0.36499999999999994,0.36499999999999994,0.36499999999999994,0.36900000000000005,0.34349999999999997,0.39219999999999994,0.32539999999999997,0.3588
329,entreat,0,0,0,0,0.253,0.253,0.253,0.253,0,0,0,0,0,0,0,0,0.44899999999999995,0.44899999999999995,0.44899999999999995,0.44899999999999995,0,0,0,0,0.3315,0,0.31199999999999994,0.351,0.3315
330,envision,0.43800000000000006,0.43800000000000006,0.43800000000000006,0.43800000000000006,0,0,0,0,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.34500000000000003,0.38,0.38,0.38,0.38,0.265,0.265,0.265,0.265,0.715,0.715,0.715,0.715,0.4262,0.4968333333333333,0.441625,0.46375,0.4526875
331,envy,0.324,0.324,0.324,0.324,0,0,0,0,0,0,0,0,0.38499999999999995,0.38499999999999995,0.38499999999999995,0.38499999999999995,0.242,0.242,0.242,0.242,0.332,0.332,0.332,0.332,0.290625,0.26675,0.246,0.3193333333333334,0.2826666666666667
332,establish,0.35200000000000004,0.35200000000000004,0.35200000000000004,0.35200000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.53,0.53,0.53,0.4744999999999999,0.433,0.45799999999999996,0.46333333333333326,0.46066666666666667
333,estimate,0.37700000000000006,0.37700000000000006,0.37700000000000006,0.37700000000000006,0,0,0,0,0.559,0.559,0.559,0.559,0,0,0,0,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.554,0.554,0.554,0.554,0.45474999999999993,0.49250000000000005,0.433,0.49159999999999987,0.46230000000000004
334,evaluate,0.471,0.471,0.471,0.471,0,0,0,0,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0,0,0,0,0,0,0,0,0.524,0.524,0.524,0.524,0.3945,0.5285,0.4,0.4962,0.4481
335,exasperate,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22699999999999995,0.22699999999999995,0.22699999999999995,0.22699999999999995,0.301,0.301,0.301,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0.26066666666666666,0.371,0.3135,0.263,0.28825
336,excite,0,0,0,0,0.492,0.492,0.492,0.492,0.43100000000000005,0.43100000000000005,0.43100000000000005,0.43100000000000005,0,0,0,0,0,0,0,0,0.22599999999999998,0.22599999999999998,0.22599999999999998,0.22599999999999998,0.3730000000000001,0.4121666666666667,0.4043333333333333,0.3808333333333333,0.39258333333333334
337,exclaim,0.421,0.421,0.421,0.421,0,0,0,0,0,0,0,0,0.291,0.291,0.291,0.291,0.325,0.325,0.325,0.325,0,0,0,0,0.35400000000000004,0.4043333333333333,0.3929999999999999,0.36533333333333334,0.37916666666666665
338,excuse,0,0,0,0,0,0,0,0,0.453,0.453,0.453,0.453,0,0,0,0,0,0,0,0,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.34075,0.315,0.3043333333333333,0.36,0.3321666666666668
339,exhibit,0.375,0.375,0.375,0.375,0,0,0,0,0.382,0.382,0.382,0.382,0,0,0,0,0.64,0.64,0.64,0.64,0.392,0.392,0.392,0.392,0.40412499999999996,0,0.36100000000000004,0.44725000000000004,0.40412499999999996
340,exhilarate,0,0,0,0,0.39499999999999996,0.39499999999999996,0.39499999999999996,0.39499999999999996,0.48,0.48,0.48,0.48,0,0,0,0,0,0,0,0,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.35850000000000004,0.4018333333333333,0.3595,0.4008333333333333,0.3801666666666667
341,expect,0.6819999999999999,0.6819999999999999,0.6819999999999999,0.6819999999999999,0,0,0,0,0.6279999999999999,0.6279999999999999,0.6279999999999999,0.6279999999999999,0.8629999999999999,0.8629999999999999,0.8629999999999999,0.8629999999999999,0.818,0.818,0.818,0.818,0.791,0.791,0.791,0.791,0.7016999999999999,0.6237999999999999,0.6569000000000002,0.6686,0.6627500000000001
342,experience,0.42300000000000004,0.42300000000000004,0.42300000000000004,0.42300000000000004,0,0,0,0,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0,0,0,0,0.45,0.45,0.45,0.45,0,0,0,0,0.4235,0,0.4596666666666666,0.38733333333333336,0.4235
343,explain,0.312,0.312,0.312,0.312,0,0,0,0,0,0,0,0,0.359,0.359,0.359,0.359,0,0,0,0,0,0,0,0,0.29625,0.30700000000000005,0.23349999999999999,0.36974999999999997,0.301625
344,exploit,0,0,0,0,0,0,0,0,0.39899999999999997,0.39899999999999997,0.39899999999999997,0.39899999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0.3975000000000001,0.3545,0.32999999999999996,0.422,0.376
345,explore,0.329,0.329,0.329,0.329,0,0,0,0,0,0,0,0,0.23900000000000002,0.23900000000000002,0.23900000000000002,0.23900000000000002,0,0,0,0,0,0,0,0,0.35425,0,0.4245,0.284,0.35425
346,expose,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.28600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35899999999999993,0.39049999999999996,0.4345,0.315,0.37475
347,expound,0,0,0,0,0,0,0,0,0.361,0.361,0.361,0.361,0,0,0,0,0,0,0,0,0.47800000000000004,0.47800000000000004,0.47800000000000004,0.47800000000000004,0.37450000000000006,0,0.3295,0.41950000000000004,0.37450000000000006
348,express,0.30500000000000005,0.30500000000000005,0.30500000000000005,0.30500000000000005,0,0,0,0,0,0,0,0,0.51,0.51,0.51,0.51,0.41,0.41,0.41,0.41,0.265,0.265,0.265,0.265,0.393,0.36499999999999994,0.3983333333333334,0.369,0.38366666666666666
349,extrapolate,0.49800000000000005,0.49800000000000005,0.49800000000000005,0.49800000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.296,0.296,0.296,0,0,0,0,0.359,0.441,0.3576666666666667,0.41500000000000004,0.38633333333333325
350,fabricate,0.133,0.133,0.133,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0.44699999999999995,0.44699999999999995,0.44699999999999995,0.44699999999999995,0.399,0.399,0.399,0.399,0.3143333333333333,0.1785,0.251,0.30975,0.280375
351,fail,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.373,0.373,0.373,0.396,0.396,0.396,0.396,0,0,0,0,0.34274999999999994,0.35750000000000004,0.29474999999999996,0.40549999999999997,0.35012499999999996
352,fake,0.189,0.189,0.189,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0.19924999999999998,0.321,0.292,0.18766666666666668,0.23983333333333334
353,fancy,0.372,0.372,0.372,0.372,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.602,0.602,0.602,0.602,0.627,0.627,0.627,0.627,0.545,0.545,0.545,0.545,0.462,0.462,0.462,0.462,0.4393333333333333,0.4921666666666667,0.42799999999999994,0.48588888888888887,0.45694444444444443
354,fantasize,0.43099999999999994,0.43099999999999994,0.43099999999999994,0.43099999999999994,0,0,0,0,0,0,0,0,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.279,0.279,0.279,0.279,0.296,0.296,0.296,0.296,0.338375,0.27375,0.30637499999999995,0.30575,0.3060625
355,fascinate,0,0,0,0,0.156,0.156,0.156,0.156,0,0,0,0,0,0,0,0,0.26399999999999996,0.26399999999999996,0.26399999999999996,0.26399999999999996,0,0,0,0,0.3195,0.32849999999999996,0.4093333333333333,0.23566666666666664,0.32249999999999995
356,fax,0.294,0.294,0.294,0.294,0.251,0.251,0.251,0.251,0.274,0.274,0.274,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0.29900000000000004,0.2205,0.28900000000000003,0.26975000000000005,0.27937500000000004
357,faze,0,0,0,0,0.31199999999999994,0.31199999999999994,0.31199999999999994,0.31199999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27599999999999997,0,0.24,0.31199999999999994,0.27599999999999997
358,fear,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.33999999999999997,0.33999999999999997,0.33999999999999997,0.33999999999999997,0.242,0.242,0.242,0.242,0.35225,0.39125,0.3685,0.375,0.37174999999999997
359,feel,0.753,0.753,0.753,0.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5740000000000001,0.5740000000000001,0.5740000000000001,0.5740000000000001,0.6407499999999999,0.7165,0.7056666666666666,0.6263333333333333,0.6660000000000001
360,feign,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.30700000000000005,0,0,0,0,0,0,0,0,0.21300000000000002,0.21300000000000002,0.21300000000000002,0.21300000000000002,0.4039999999999999,0.4039999999999999,0.4039999999999999,0.4039999999999999,0,0,0,0,0.3218333333333334,0.2898333333333334,0.32200000000000006,0.2896666666666667,0.30583333333333335
361,fess_up,0.255,0.255,0.255,0.255,0,0,0,0,0,0,0,0,0.414,0.414,0.414,0.414,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0,0,0,0,0.30049999999999993,0.36925,0.3184,0.33759999999999996,0.32800000000000007
362,fight,0.323,0.323,0.323,0.323,0,0,0,0,0,0,0,0,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.38899999999999996,0.38899999999999996,0.38899999999999996,0.38899999999999996,0,0,0,0,0.32766666666666666,0.37475,0.34919999999999995,0.34380000000000005,0.3465
363,figure,0.449,0.449,0.449,0.449,0,0,0,0,0,0,0,0,0.488,0.488,0.488,0.488,0.609,0.609,0.609,0.609,0.614,0.614,0.614,0.614,0.5174999999999998,0.6280000000000001,0.5464285714285714,0.5832857142857144,0.564857142857143
364,figure_out,0.35900000000000004,0.35900000000000004,0.35900000000000004,0.35900000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0.639,0.639,0.639,0.51075,0.4,0.46733333333333327,0.4803333333333333,0.47383333333333333
365,file,0.251,0.251,0.251,0.251,0,0,0,0,0,0,0,0,0.37,0.37,0.37,0.37,0.32,0.32,0.32,0.32,0.4149999999999999,0.4149999999999999,0.4149999999999999,0.4149999999999999,0.31275,0,0.2865,0.33899999999999997,0.31275
366,find,0.643,0.643,0.643,0.643,0,0,0,0,0.768,0.768,0.768,0.768,0,0,0,0,0,0,0,0,0.7470000000000001,0.7470000000000001,0.7470000000000001,0.7470000000000001,0.6823333333333331,0.6387500000000002,0.6524000000000001,0.6774000000000001,0.6648999999999999
367,find_out,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0,0,0,0,0.558,0.558,0.558,0.558,0,0,0,0,0.362,0.362,0.362,0.362,0.6380000000000001,0.6380000000000001,0.6380000000000001,0.6380000000000001,0.4428750000000001,0.44025,0.4051666666666668,0.4788333333333334,0.442
368,flatter,0,0,0,0,0.256,0.256,0.256,0.256,0.44899999999999995,0.44899999999999995,0.44899999999999995,0.44899999999999995,0,0,0,0,0,0,0,0,0.242,0.242,0.242,0.242,0.2773333333333333,0.32949999999999985,0.3125,0.2943333333333333,0.3034166666666666
369,flaunt,0.378,0.378,0.378,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30250000000000005,0.269,0.2165,0.35500000000000004,0.28575
370,flip_out,0.16499999999999998,0.16499999999999998,0.16499999999999998,0.16499999999999998,0.437,0.437,0.437,0.437,0,0,0,0,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.24300000000000005,0.24300000000000005,0.24300000000000005,0.24300000000000005,0,0,0,0,0.27625,0.24325000000000002,0.25283333333333335,0.2776666666666666,0.26525000000000004
371,floor,0,0,0,0,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.23699999999999996,0.23699999999999996,0.23699999999999996,0.23699999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.21075,0.5845,0.33433333333333337,0.3363333333333333,0.33533333333333337
372,fluster,0,0,0,0,0.20400000000000001,0.20400000000000001,0.20400000000000001,0.20400000000000001,0.524,0.524,0.524,0.524,0,0,0,0,0,0,0,0,0.46699999999999997,0.46699999999999997,0.46699999999999997,0.46699999999999997,0.3413333333333333,0.3075,0.30219999999999997,0.35340000000000005,0.32780000000000004
373,fool,0,0,0,0,0.233,0.233,0.233,0.233,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0.28575000000000006,0.33925,0.34650000000000003,0.2785,0.3125
374,forbid,0,0,0,0,0,0,0,0,0.368,0.368,0.368,0.368,0.11299999999999999,0.11299999999999999,0.11299999999999999,0.11299999999999999,0,0,0,0,0.227,0.227,0.227,0.227,0.24449999999999997,0.26399999999999996,0.2706,0.23399999999999999,0.2523
375,force,0,0,0,0,0,0,0,0,0.046,0.046,0.046,0.046,0.131,0.131,0.131,0.131,0.227,0.227,0.227,0.227,0.186,0.186,0.186,0.186,0.17712499999999998,0.24675000000000002,0.21233333333333332,0.18833333333333332,0.20033333333333334
376,forecast,0.364,0.364,0.364,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45600000000000007,0.45600000000000007,0.45600000000000007,0.45600000000000007,0.409,0.513,0.42599999999999993,0.4613333333333334,0.4436666666666666
377,foresee,0.27,0.27,0.27,0.27,0,0,0,0,0.477,0.477,0.477,0.477,0.36,0.36,0.36,0.36,0.49300000000000005,0.49300000000000005,0.49300000000000005,0.49300000000000005,0.462,0.462,0.462,0.462,0.4194,0.53825,0.4531428571428571,0.45357142857142857,0.45335714285714285
378,foretell,0.417,0.417,0.417,0.417,0.327,0.327,0.327,0.327,0.608,0.608,0.608,0.608,0,0,0,0,0.352,0.352,0.352,0.352,0.337,0.337,0.337,0.337,0.3709,0.41624999999999995,0.3818888888888888,0.4002222222222222,0.39105555555555555
379,forget,0.22200000000000003,0.22200000000000003,0.22200000000000003,0.22200000000000003,0,0,0,0,0,0,0,0,0.091,0.091,0.091,0.091,0.323,0.323,0.323,0.323,0.42699999999999994,0.42699999999999994,0.42699999999999994,0.42699999999999994,0.26975,0.33725,0.3126666666666667,0.2718333333333333,0.29225
380,forgive,0.366,0.366,0.366,0.366,0.273,0.273,0.273,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31074999999999997,0.31775000000000003,0.3165,0.312,0.31425
381,forgo,0,0,0,0,0,0,0,0,0.349,0.349,0.349,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0.2865,0,0.22400000000000003,0.349,0.2865
382,formulate,0.466,0.466,0.466,0.466,0,0,0,0,0,0,0,0,0.44799999999999995,0.44799999999999995,0.44799999999999995,0.44799999999999995,0,0,0,0,0,0,0,0,0.41625000000000006,0.43050000000000005,0.40024999999999994,0.4465,0.42337500000000006
383,frame,0,0,0,0,0,0,0,0,0.365,0.365,0.365,0.365,0,0,0,0,0,0,0,0,0.4170000000000001,0.4170000000000001,0.4170000000000001,0.4170000000000001,0.337,0.3595,0.31933333333333336,0.36966666666666664,0.34450000000000003
384,freak_out,0.36,0.36,0.36,0.36,0.13000000000000003,0.13000000000000003,0.13000000000000003,0.13000000000000003,0.21800000000000003,0.21800000000000003,0.21800000000000003,0.21800000000000003,0,0,0,0,0,0,0,0,0.44699999999999995,0.44699999999999995,0.44699999999999995,0.44699999999999995,0.278625,0.254,0.268875,0.26375000000000004,0.2663125
385,fret,0.5509999999999999,0.5509999999999999,0.5509999999999999,0.5509999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.43900000000000006,0.43900000000000006,0.43900000000000006,0.43900000000000006,0,0,0,0,0.41400000000000003,0.3095,0.3223333333333333,0.436,0.37916666666666665
386,frighten,0,0,0,0,0.178,0.178,0.178,0.178,0.18400000000000002,0.18400000000000002,0.18400000000000002,0.18400000000000002,0,0,0,0,0,0,0,0,0.29300000000000004,0.29300000000000004,0.29300000000000004,0.29300000000000004,0.24133333333333334,0.21233333333333335,0.21000000000000002,0.24366666666666667,0.22683333333333333
387,frown,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.39699999999999996,0.28300000000000003,0.34
388,frustrate,0,0,0,0,0.225,0.225,0.225,0.225,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0.358,0.358,0.358,0.358,0.2945,0.29100000000000004,0.3234,0.26280000000000003,0.29309999999999997
389,fuel,0,0,0,0,0,0,0,0,0.433,0.433,0.433,0.433,0.329,0.329,0.329,0.329,0,0,0,0,0,0,0,0,0.34375,0.34550000000000003,0.3343333333333333,0.35433333333333333,0.34433333333333327
390,fume,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.41100000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0.27599999999999997,0.2485,0.3715,0.30999999999999994
391,function,0,0,0,0,0,0,0,0,0.28,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.2915,0,0.303,0.28,0.2915
392,fuss,0.263,0.263,0.263,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0.322,0.322,0.322,0,0,0,0,0.3375,0.2505,0.31625,0.27175000000000005,0.294
393,gab,0.26799999999999996,0.26799999999999996,0.26799999999999996,0.26799999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22400000000000003,0.3145,0.2605,0.278,0.26925
394,gall,0,0,0,0,0.36300000000000004,0.36300000000000004,0.36300000000000004,0.36300000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28550000000000003,0.32050000000000006,0.193,0.413,0.303
395,galvanize,0,0,0,0,0,0,0,0,0.31399999999999995,0.31399999999999995,0.31399999999999995,0.31399999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0.3464999999999999,0.31049999999999994,0.4154999999999999,0.24149999999999996,0.3285
396,gamble,0.458,0.458,0.458,0.458,0,0,0,0,0,0,0,0,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.22600000000000003,0.22600000000000003,0.22600000000000003,0.22600000000000003,0.35300000000000004,0.35300000000000004,0.35300000000000004,0.35300000000000004,0.34450000000000003,0.37324999999999997,0.33783333333333326,0.3703333333333333,0.3540833333333333
397,gasp,0.188,0.188,0.188,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18850000000000003,0.29500000000000004,0.2415,0.242,0.24175000000000005
398,gather,0.42200000000000004,0.42200000000000004,0.42200000000000004,0.42200000000000004,0,0,0,0,0.1,0.1,0.1,0.1,0.21400000000000002,0.21400000000000002,0.21400000000000002,0.21400000000000002,0,0,0,0,0,0,0,0,0.29250000000000004,0.37949999999999995,0.36449999999999994,0.264,0.31425000000000003
399,gauge,0.5850000000000001,0.5850000000000001,0.5850000000000001,0.5850000000000001,0,0,0,0,0,0,0,0,0.395,0.395,0.395,0.395,0,0,0,0,0.526,0.526,0.526,0.526,0.46749999999999997,0.442,0.45,0.47225,0.4611249999999999
400,generalize,0.379,0.379,0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0.426,0.37849999999999995,0.41949999999999993,0.39899999999999997
401,get,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0.752,0.752,0.752,0.396,0.396,0.396,0.396,0,0,0,0,0.54475,0.53925,0.532,0.5519999999999999,0.542
402,giggle,0.23700000000000002,0.23700000000000002,0.23700000000000002,0.23700000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32950000000000007,0.365,0.3285,0.366,0.34725
403,gladden,0,0,0,0,0.48099999999999987,0.48099999999999987,0.48099999999999987,0.48099999999999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0.3950000000000001,0.48099999999999987,0.438
404,glean,0.579,0.579,0.579,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535,0.535,0.535,0.535,0.5167499999999999,0,0.47650000000000003,0.557,0.5167499999999999
405,glimpse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0.383,0.383,0.383,0.3105,0,0.238,0.383,0.3105
406,gloat,0.373,0.373,0.373,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.185,0.185,0.185,0,0,0,0,0.33675,0.43000000000000005,0.39366666666666666,0.3419999999999999,0.36783333333333335
407,glorify,0,0,0,0,0,0,0,0,0.303,0.303,0.303,0.303,0,0,0,0,0,0,0,0,0.205,0.205,0.205,0.205,0.29500000000000004,0.335,0.30800000000000005,0.30866666666666664,0.30833333333333335
